,City,Lat,Lon,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country,Date
369,Kiryat Gat,31.61,34.76,82.0,65,0,4.81,IL,1595270224
370,Vozrozhdeniye,44.55,38.21,78.01,53,98,1.01,RU,1595270509
371,Feroke,11.18,75.83,75.2,94,75,4.7,IN,1595270509
372,Alyangula,-13.85,136.42,66.2,93,100,3.36,AU,1595270509
373,Carutapera,-1.2,-46.02,84.45,66,1,9.04,BR,1595270510
374,Morón,-34.65,-58.62,68.0,88,100,8.05,AR,1595270510
375,Bosaso,11.28,49.18,92.01,41,28,19.26,SO,1595270510
376,Bolobo,-2.17,16.23,80.74,42,81,1.61,CD,1595270510
377,Namie,37.48,141.0,70.0,98,100,3.42,JP,1595270510
378,Moranbah,-22.0,148.05,53.96,56,100,13.65,AU,1595270510
379,Taoudenni,22.68,-3.98,107.53,12,2,6.93,ML,1595270511
380,Bambanglipuro,-7.95,110.28,76.87,85,81,7.99,ID,1595270511
381,Bonthe,7.53,-12.51,76.82,88,100,13.73,SL,1595270511
382,Inírida,3.87,-67.92,81.57,77,62,4.76,CO,1595270511
383,Joshīmath,30.57,79.57,65.25,62,100,2.1,IN,1595270511
384,Arlit,18.74,7.39,99.39,19,22,7.85,NE,1595270511
385,Mogadishu,2.04,45.34,77.58,79,100,20.09,SO,1595270399
386,Naze,28.37,129.48,78.8,100,20,4.7,JP,1595270512
387,Qiqihar,47.34,123.97,57.7,45,0,4.32,CN,1595270512
388,Tayoltita,24.08,-105.93,84.2,52,11,5.53,MX,1595270512
389,Mnogovershinnyy,53.94,139.92,52.11,98,100,8.88,RU,1595270512
390,Kalmunai,7.42,81.82,80.47,82,99,8.05,LK,1595270513
391,Keti Bandar,24.14,67.45,86.5,77,100,22.28,PK,1595270513
392,Durusu,41.31,28.68,73.99,83,0,6.93,TR,1595270513
393,Curicó,-34.98,-71.23,60.8,63,75,8.05,CL,1595270346
394,Necochea,-38.55,-58.74,50.0,99,99,14.0,AR,1595270513
395,Kenitra,34.26,-6.58,77.0,78,75,14.99,MA,1595270513
396,Dhanwār,24.42,85.98,79.59,84,100,7.78,IN,1595270514
397,Clyde River,70.47,-68.59,42.8,100,90,12.75,CA,1595270514
398,Altamira,-3.2,-52.21,92.68,43,91,2.84,BR,1595270514
399,Birao,10.28,22.79,72.39,90,90,2.26,CF,1595270514
400,Petropavlovsk-Kamchatskiy,53.05,158.65,51.8,100,75,4.47,RU,1595270514
401,Forestville,38.85,-76.88,97.0,44,75,10.29,US,1595270386
402,Zhangjiakou,40.81,114.88,71.89,57,100,3.13,CN,1595270514
403,Soyo,-6.13,12.37,71.94,87,0,7.49,AO,1595270515
404,Saint-Tite,46.73,-72.57,80.6,57,90,14.99,CA,1595270515
405,Yantongshan,43.29,126.01,61.52,90,0,5.41,CN,1595270515
406,Nishihara,26.18,127.76,82.4,88,20,3.36,JP,1595270515
407,Wahiawā,21.5,-158.02,80.6,78,90,14.36,US,1595270515
408,Tiszavasvári,47.97,21.35,75.2,64,13,2.24,HU,1595270515
409,Krasnosel'kup,65.7,82.47,52.14,70,100,9.1,RU,1595270516
410,Tessalit,20.2,1.01,98.92,17,14,6.22,ML,1595270516
411,Guiren,33.67,118.19,71.55,92,100,4.07,CN,1595270516
412,Portobelo,9.55,-79.65,84.99,83,99,7.0,PA,1595270516
413,Al Bardīyah,31.76,25.09,74.25,82,0,11.7,LY,1595270517
414,Wagar,16.15,36.2,90.54,36,100,11.07,SD,1595270517
415,Calabozo,8.92,-67.43,82.92,81,91,3.6,VE,1595270517
416,Mochudi,-24.42,26.15,51.8,43,0,3.36,BW,1595270517
417,Barcelos,41.54,-8.62,84.0,73,1,4.7,PT,1595270460
418,Bilibino,68.05,166.44,62.28,42,35,1.63,RU,1595270517
419,Eyl,7.98,49.82,82.15,54,50,16.13,SO,1595270517
420,Idritsa,56.33,28.9,61.68,84,37,2.01,RU,1595270518
421,Monrovia,6.3,-10.8,78.8,94,75,8.05,LR,1595270432
422,Olafsvik,64.89,-23.71,50.58,71,0,2.19,IS,1595270518
423,Cidreira,-30.18,-50.21,72.91,72,99,2.26,BR,1595270314
424,Portland,45.52,-122.68,81.0,57,1,10.29,US,1595269798
425,Gwanda,-20.93,29.0,52.25,74,0,6.51,ZW,1595270518
426,Filingué,14.35,3.32,97.18,30,0,4.38,NE,1595270519
427,Guerrero Negro,27.98,-114.06,88.36,37,0,8.99,MX,1595270519
428,Cortland,42.6,-76.08,81.0,44,40,5.82,US,1595270468
429,Lázaro Cárdenas,17.96,-102.2,87.98,62,0,9.08,MX,1595270519
430,Kavaratti,10.57,72.64,82.47,79,100,23.06,IN,1595270519
431,Half Moon Bay,37.46,-122.43,73.99,72,20,9.17,US,1595270497
432,Mirny,62.54,113.96,55.4,100,90,11.18,RU,1595270519
433,Grindavik,63.84,-22.43,51.8,66,75,8.05,IS,1595270520
434,Port Hedland,-20.32,118.57,60.8,55,0,9.17,AU,1595270520
435,Juneau,58.3,-134.42,57.2,93,90,12.75,US,1595270520
436,Yecla,38.61,-1.11,81.0,78,0,11.01,ES,1595270520
437,Laas,46.62,10.7,68.0,49,20,1.12,IT,1595270520
438,Praia,14.92,-23.51,82.4,69,75,11.41,CV,1595270463
439,Lata,40.16,-8.33,93.99,23,1,5.01,PT,1595270521
440,Mezen',65.85,44.24,61.86,66,0,5.19,RU,1595270521
441,Ixtapa,20.7,-105.2,91.0,70,40,9.17,MX,1595270523
442,Zabaykal'sk,49.63,117.32,53.4,62,7,13.85,RU,1595270523
443,Lábrea,-7.26,-64.8,96.21,31,47,3.96,BR,1595270523
444,Mossamedes,-15.2,12.15,66.74,69,9,3.49,AO,1595270438
445,Yambio,4.57,28.4,67.96,95,90,2.04,SS,1595270523
446,Eilat,29.56,34.95,102.2,31,0,13.87,IL,1595270524
447,Manaure,11.78,-72.44,92.17,51,1,15.59,CO,1595270524
448,Bo`ka,40.81,69.2,86.0,27,75,11.41,UZ,1595270524
449,Savinskiy,62.93,40.14,60.37,68,1,3.87,RU,1595270524
450,Rincon,32.3,-81.24,97.0,52,75,5.82,US,1595270524
451,Beyneu,45.32,55.2,89.37,21,0,6.82,KZ,1595270525
452,Derzhavīnsk,51.1,66.32,75.25,41,16,6.64,KZ,1595270466
453,Richards Bay,-28.78,32.04,63.05,79,0,9.55,ZA,1595270525
454,Saint-Joseph,-21.37,55.62,68.0,64,45,16.11,RE,1595270525
455,Porto-Novo,6.5,2.6,77.0,94,40,10.29,BJ,1595270525
456,Manokwari,-0.87,134.08,79.86,68,28,5.01,ID,1595270525
457,Maddagiri,13.66,77.21,75.81,78,100,6.53,IN,1595270525
458,Kyrylivka,46.38,35.37,74.21,69,16,4.9,UA,1595270526
459,Vestmannaeyjar,63.44,-20.27,53.6,58,20,8.05,IS,1595270526
460,Marawi,8.0,124.29,75.99,89,85,5.01,PH,1595270526
461,Mahenge,-8.68,36.72,60.58,64,14,2.17,TZ,1595270526
462,São Mateus,-18.72,-39.86,72.48,86,95,6.58,BR,1595270526
463,Sumbe,-11.21,13.84,70.61,87,0,6.53,AO,1595270526
464,Krasnovishersk,60.41,57.08,57.54,72,0,5.93,RU,1595270526
465,Coolum Beach,-26.53,153.1,60.01,71,100,1.99,AU,1595270527
466,Carmo do Paranaíba,-19.0,-46.32,78.01,48,0,7.0,BR,1595270527
467,Puerto Baquerizo Moreno,-0.9,-89.6,73.4,73,90,14.99,EC,1595270527
468,Nago,26.59,127.98,82.4,94,1,3.36,JP,1595270527
469,Jumla,29.27,82.18,61.3,68,100,3.36,NP,1595270527
470,La Ronge,55.1,-105.28,69.8,64,75,6.93,CA,1595270528
471,Weligama,5.97,80.42,79.12,85,100,8.84,LK,1595270528
472,Chapais,49.78,-74.85,55.4,87,90,16.11,CA,1595270528
473,Murgab,37.5,61.97,91.4,26,40,6.93,TM,1595270528
474,Seddon,-37.81,144.89,48.0,93,90,8.05,AU,1595270528
475,Dubbo,-32.25,148.62,35.6,100,0,9.17,AU,1595270528
476,Corning,42.14,-77.05,87.8,38,20,10.29,US,1595270235
477,Nouakchott,18.09,-15.98,84.2,70,20,12.75,MR,1595270382
478,Bera,24.08,89.62,80.96,87,100,7.63,BD,1595270529
479,Westport,41.14,-73.36,95.0,52,20,13.87,US,1595270529
480,Quimper,48.0,-4.1,68.0,60,0,14.99,FR,1595270529
481,Ozieri,40.59,9.0,82.4,54,0,6.93,IT,1595270529
482,Baykit,61.67,96.37,49.24,86,2,3.2,RU,1595270530
483,Sibolga,1.74,98.78,76.19,85,29,4.29,ID,1595270530
484,Nouadhibou,20.93,-17.03,86.0,55,0,5.82,MR,1595270530
485,Manturovo,58.34,44.76,59.63,98,100,3.94,RU,1595270530
486,Zunheboto,25.97,94.52,64.4,100,100,1.43,IN,1595270530
487,Sturgeon Bay,44.83,-87.38,66.2,63,75,6.93,US,1595270531
488,Venado Tuerto,-33.75,-61.97,57.99,84,100,8.99,AR,1595270409
489,Kisaran,2.98,99.62,74.48,97,99,2.77,ID,1595270531
490,Bay Roberts,47.6,-53.26,79.0,66,100,11.68,CA,1595270531
491,Ust-Nera,64.57,143.2,64.54,53,0,4.21,RU,1595270531
492,Aksu,41.12,80.26,72.3,50,100,7.87,CN,1595270532
493,Paso de los Toros,-32.82,-56.52,78.8,50,88,11.41,UY,1595270532
494,Wabag,-5.48,143.7,46.4,83,4,3.56,PG,1595270532
495,Biak,-0.91,122.88,75.9,84,21,5.32,ID,1595270532
496,Marsá Maţrūḩ,31.35,27.25,76.78,79,0,8.32,EG,1595270532
497,Kondinskoye,59.65,67.41,55.74,72,0,8.01,RU,1595270533
498,Quatre Cocos,-20.21,57.76,69.8,60,75,10.29,MU,1595270533
499,Huntsville,34.73,-86.59,93.99,55,40,3.36,US,1595270428
500,Prince Rupert,54.32,-130.32,59.0,93,90,3.36,CA,1595270533
501,Hailun,47.45,126.93,60.64,73,0,6.89,CN,1595270533
502,Valdivia,-39.81,-73.25,50.0,100,90,5.82,CL,1595270533
503,Avera,33.19,-82.53,95.0,44,40,4.7,US,1595270534
504,Voznesenskoye,54.89,42.76,59.05,93,90,2.37,RU,1595270266
505,Santa Maria,-29.68,-53.81,84.2,42,100,10.29,BR,1595270529
506,Villarrica,-25.75,-56.43,82.08,55,0,5.3,PY,1595270534
507,Sarangani,5.4,125.46,84.11,70,70,7.72,PH,1595270534
508,Dingtao,35.07,115.56,73.22,79,100,4.63,CN,1595270534
509,Nioro,13.35,-15.75,80.94,82,100,6.2,GM,1595270535
510,Tabas,33.6,56.92,98.6,11,0,4.7,IR,1595270535
511,Calamba,14.21,121.17,81.0,88,0,2.24,PH,1595270535
512,Berdigestyakh,62.1,126.7,65.52,96,100,5.99,RU,1595270535
513,Isangel,-19.55,169.27,59.0,100,20,3.36,VU,1595270535
514,Shestakovo,56.49,103.96,44.2,85,1,0.83,RU,1595270535
515,Barra de Tecoanapa,16.52,-98.75,88.2,62,87,11.18,MX,1595270535
516,Zhalantun,48.0,122.72,52.77,61,0,3.94,CN,1595270535
517,Ukiah,39.15,-123.21,81.0,53,1,5.82,US,1595270439
518,Morgan City,29.7,-91.21,86.0,94,40,3.36,US,1595270363
519,San Quintín,30.48,-115.95,79.3,45,0,19.53,MX,1595270536
520,Shambu,9.57,37.1,50.77,100,92,0.87,ET,1595270536
521,Sulangan,11.14,123.72,84.31,74,76,6.08,PH,1595270536
522,Belmonte,-15.86,-38.88,78.8,65,20,9.17,BR,1595270537
523,Mazamari,-11.33,-74.53,92.26,29,24,2.19,PE,1595270537
524,Lüderitz,-26.65,15.16,69.8,33,0,4.7,NA,1595270537
525,Atbasar,51.8,68.33,71.49,59,62,6.93,KZ,1595270537
526,Beringovskiy,63.05,179.32,45.73,82,10,11.79,RU,1595270537
527,Butembo,0.15,29.28,57.78,96,0,2.46,CD,1595270538
528,Bubaque,11.28,-15.83,80.04,84,100,20.71,GW,1595270538
529,Balgazyn,51.0,95.2,59.45,67,100,2.91,RU,1595270538
530,Mweka,-4.85,21.57,72.3,34,12,1.1,CD,1595270538
531,Stykkisholmur,65.08,-22.73,52.3,64,3,4.23,IS,1595270539
532,Ugoofaaru,5.67,73.0,82.98,77,100,17.22,MV,1595270539
533,Cabedelo,-6.98,-34.83,80.6,74,75,16.11,BR,1595270539
534,Nālūt,30.33,10.85,89.28,22,1,17.34,LY,1595270539
535,Metu,8.3,35.58,58.01,98,94,1.16,ET,1595270539
536,Pokhara,28.23,83.98,71.44,87,100,1.48,NP,1595270540
537,Novy Urengoy,66.08,76.63,54.75,67,63,9.53,RU,1595270540
538,Amreli,21.62,71.23,81.63,79,100,11.52,IN,1595270540
539,Vila,42.03,-8.16,87.01,47,0,7.0,PT,1595270540
540,Lundazi,-12.29,33.18,54.82,71,0,6.49,ZM,1595270540
541,North Bend,43.41,-124.22,73.0,77,20,9.17,US,1595270425
542,Aripuanã,-9.17,-60.63,95.45,27,1,4.21,BR,1595270541
543,Pacific Grove,36.62,-121.92,62.6,77,90,4.7,US,1595270394
544,Thabazimbi,-24.59,27.41,46.0,40,0,3.13,ZA,1595270541
545,Semporna,4.48,118.61,77.0,94,20,2.24,MY,1595270541
546,Painesville,41.72,-81.25,82.99,69,1,11.41,US,1595270277
547,Dutlwe,-23.98,23.9,55.11,37,0,10.38,BW,1595270541
548,Buin,-33.73,-70.75,62.6,45,20,4.7,CL,1595270541
549,Ayan,56.45,138.17,52.63,96,100,15.12,RU,1595270542
550,Dulce Grande,23.0,-102.17,66.2,68,75,9.17,MX,1595270542
551,Juegang,32.32,121.19,73.42,96,100,4.7,CN,1595270542
552,Sharan,54.82,54.0,61.14,89,0,4.25,RU,1595270542
553,Severo-Yeniseyskiy,60.37,93.04,51.19,92,100,5.23,RU,1595270542
554,Caernarfon,53.14,-4.27,60.8,55,0,10.29,GB,1595270542
555,Namatanai,-3.67,152.43,78.93,82,4,5.77,PG,1595270323
556,Ketchikan,55.34,-131.65,59.0,100,90,17.22,US,1595270543
557,Cururupu,-1.83,-44.87,86.2,55,24,6.62,BR,1595270543
558,Port Hardy,50.7,-127.42,62.6,88,40,9.17,CA,1595270543
559,Te Anau,-45.42,167.72,41.45,90,97,2.64,NZ,1595270543
560,Ambon City,-3.7,128.18,78.01,15,43,12.44,ID,1595270543
561,Gornopravdinsk,60.05,69.9,54.63,77,0,6.85,RU,1595270543
562,Gushikawa,26.35,127.87,82.4,94,1,3.36,JP,1595270544
563,Haines Junction,60.75,-137.51,59.86,70,100,4.74,CA,1595270544
